run_id,task_id,agent_id,condition,environment_instance,criterion_id,access_label,access_unknown_reason,pass,grader_error,grading_route,criterion_record_sha256
run-001,T01,opus5,world_first,world-first,T01-R01,not_accessed,,False,False,semantic,49dd59cd5cb9442b58b0b6c3d8805c3fd7e3bc98fcbd1b5f891b1bd5b3e6bd35
run-001,T01,opus5,world_first,world-first,T01-R02,accessed,,True,False,semantic,e9a99169ddc16bc26360348d860aaf4ca2e2c012b8b36819ebb70535c417a0dc
run-001,T01,opus5,world_first,world-first,T01-R03,accessed,,True,False,semantic,f04bf501562dd2f2cb6e7f7632095a5c83a0a7e1886a4b5467d5c8ce3e88b652
run-001,T01,opus5,world_first,world-first,T01-R04,accessed,,True,False,semantic,0fe8dde9312149d403e1bc9c5803e8510f99169b04e1a536214b9b800bea4225
run-001,T01,opus5,world_first,world-first,T01-R05,accessed,,True,False,semantic,a0aaa015307bceff1fbcfa0d0b3e826f0f931221bca00c1623c49ac56f3898e8
run-001,T01,opus5,world_first,world-first,T01-R06,accessed,,True,False,semantic,d3f0a1a82e030327314f22fed4e7a34d9e9fa89bee77276aa2c6fa3d69093763
run-001,T01,opus5,world_first,world-first,T01-R07,accessed,,True,False,semantic,d3ccc6b4f988e05f9cdec0847effa9b07d668b8538965323a1bddcebf08bf1c4
run-001,T01,opus5,world_first,world-first,T01-R08,accessed,,True,False,semantic,dd62c30cfe5a4d7ad1f47ad9319dc0d8bf96fe1f74c77afbe43421006ce7b598
run-001,T01,opus5,world_first,world-first,T01-R09,accessed,,True,False,deterministic,b849bc508ca4d3287ec2b1b0f0e83efebb8443fa26efc7ca213d2fc7e4a35e56
run-001,T01,opus5,world_first,world-first,T01-R10,accessed,,False,False,semantic,31de5248504a62e84c84de0c2d0dac9ca647e3f0d3a211fca46368af2a0adeb9
run-001,T01,opus5,world_first,world-first,T01-R11,accessed,,True,False,semantic,32ed8e489494905e9729dcb39c7b2a9626533154418714d3fba3144c375b9493
run-002,T01,opus5,task_first,task-first curator 2,T01-R01,accessed,,True,False,semantic,5bf85c9c3f7b5b4cfd1f7daa9001646c898b80f1b18d58e9c6cfaeb799bff28d
run-002,T01,opus5,task_first,task-first curator 2,T01-R02,accessed,,True,False,semantic,c3d619dacf45edf0aaefbc211a6a25541949c3634f6f251967d9583db2791cb7
run-002,T01,opus5,task_first,task-first curator 2,T01-R03,accessed,,False,False,semantic,20522501153d08e07f4b9112155a27f1a0b6d382a41b28f1ccbca3e357348174
run-002,T01,opus5,task_first,task-first curator 2,T01-R04,not_accessed,,True,False,semantic,0e6e9a4f34940dcb1ac4904a88c93c3efc7f5a463af899a317f4bbb2df46b5ba
run-002,T01,opus5,task_first,task-first curator 2,T01-R05,accessed,,False,False,semantic,3684dcda3021894aaf10d6ff7722a6424de53fb5ad4d96b5eed1cd3ae77d52fc
run-002,T01,opus5,task_first,task-first curator 2,T01-R06,accessed,,True,False,semantic,1630fc4c6178d2934d85116540a09ec7d08e74fb7fc2e7e86e8798c73abad2c0
run-002,T01,opus5,task_first,task-first curator 2,T01-R07,accessed,,True,False,semantic,35dbf751aa52591fbd19e58b31d1ced58f86a554a37931f6615def8f024f58eb
run-002,T01,opus5,task_first,task-first curator 2,T01-R08,accessed,,True,False,semantic,e651775cb9fb96c225bd61f2db3d29a7a73c9f0c4f18c97fbbe70b1ffa721751
run-002,T01,opus5,task_first,task-first curator 2,T01-R09,accessed,,False,False,deterministic,138c7b7041e82ea3baea2aef1e51f5c41deba4dc89d5fdff1bd0d99edc7e0256
run-002,T01,opus5,task_first,task-first curator 2,T01-R10,accessed,,True,False,semantic,02986d1a56cfacbfde5fdca23cab1565a3046bc25da0545ad6f8cde40eddfc95
run-002,T01,opus5,task_first,task-first curator 2,T01-R11,accessed,,True,False,semantic,5cdd988313dbf92f23a8593dafca6bb93254e90aa264268073d2906a873c5267
run-003,T01,opus5,world_first,world-first,T01-R01,not_accessed,,False,False,semantic,e97f88103c123f5f2895642adca924b726de984243a58b9b29c2ea6962db0ac8
run-003,T01,opus5,world_first,world-first,T01-R02,not_accessed,,False,False,semantic,e3265b48c5052855d6ec45c44f430fa9eff8df0c488fea39707a479b711d6f4a
run-003,T01,opus5,world_first,world-first,T01-R03,accessed,,True,False,semantic,b188cc5f52947890b4f81580d708ca905b57ae319471f8ad0b5c1f53f12b66b2
run-003,T01,opus5,world_first,world-first,T01-R04,accessed,,True,False,semantic,e0f19446f8dc8f1c5996956bf1ea9847bd89bf9333514357e85d88320a1968fc
run-003,T01,opus5,world_first,world-first,T01-R05,accessed,,True,False,semantic,3f6a0c36102fefec0fad3fa1dc887a57854068074ff96e6b7f111f8b59e86bc0
run-003,T01,opus5,world_first,world-first,T01-R06,accessed,,True,False,semantic,d06ef101e7427ab077709d7f0280d64c538c3ca944ece72331310c3b05da9ccc
run-003,T01,opus5,world_first,world-first,T01-R07,accessed,,True,False,semantic,e40dbec1dc35182eba06099d2f5aaa4238f3c9b1969cf4a369a2d62736b45fd5
run-003,T01,opus5,world_first,world-first,T01-R08,accessed,,False,False,semantic,fb756c0a19d94bdbfec53b9f5a4af13a01786efb75cc6ed26da902d421234076
run-003,T01,opus5,world_first,world-first,T01-R09,not_accessed,,True,False,deterministic,ff11a6a5c81f7697e0cbd77726b549f0b87fb7a929a571d5900628d74e9db8cc
run-003,T01,opus5,world_first,world-first,T01-R10,accessed,,True,False,semantic,06b771b6a6c8ab9824e87c7b7a3105f8f232fea89d9f1b3cf152c198c3831c28
run-003,T01,opus5,world_first,world-first,T01-R11,not_accessed,,False,False,semantic,d02de3f56c36a56b8aad20b8b8a56d4d986af17a9f6e70a3e3b2aa38486a1229
run-004,T01,opus5,task_first,task-first curator 1,T01-R01,accessed,,False,False,semantic,93f1391b095abc2500d4d10bdb3c695f376a652208252cb4b75c7fd632a671fc
run-004,T01,opus5,task_first,task-first curator 1,T01-R02,accessed,,True,False,semantic,26a8d773a0f4ae796cc7ccda2780f96a60b378dd8924265facb44a0a0e960d4a
run-004,T01,opus5,task_first,task-first curator 1,T01-R03,accessed,,True,False,semantic,4c244d2bfae96a5d5bfb3ea7089adbf294118edcc855019b6a27173bbcdc0692
run-004,T01,opus5,task_first,task-first curator 1,T01-R04,accessed,,True,False,semantic,8e250b8982d72168807c58d193f8b67583889591784af1784815603c1546f92f
run-004,T01,opus5,task_first,task-first curator 1,T01-R05,accessed,,True,False,semantic,9249242dd529b554ea622a90cc5688168cecf6068019807889fec470d455d661
run-004,T01,opus5,task_first,task-first curator 1,T01-R06,accessed,,True,False,semantic,b9988d154835ab8005867e26702100c23db005b2a99db74dc63d58c0b4856378
run-004,T01,opus5,task_first,task-first curator 1,T01-R07,accessed,,True,False,semantic,e301d7066c574784750f5c9b46478ba964a6c412853074340e00d29545d99a8b
run-004,T01,opus5,task_first,task-first curator 1,T01-R08,accessed,,True,False,semantic,c5ac79fd95308712ae09798e5e81d9f6bb9f28f58e312d73703c1cfeaad65400
run-004,T01,opus5,task_first,task-first curator 1,T01-R09,accessed,,True,False,deterministic,04ea23f3c8760ae83e555af3e4a6b3b317eaa6b97a26bd1231aa07ee9feac8c0
run-004,T01,opus5,task_first,task-first curator 1,T01-R10,accessed,,False,False,semantic,0699dbbf21bf3bcffce75cc11b592d0a889e60daa47ea9528a666b071db00d5e
run-004,T01,opus5,task_first,task-first curator 1,T01-R11,accessed,,True,False,semantic,c90a12a7da843adaa8ddddf557d38871a4ac3f73b33e8f8f3587f2549018d59d
run-005,T01,opus5,world_first,world-first,T01-R01,accessed,,False,False,semantic,6c39d1000f182a463bc1d50782a1587c850ce50cd19d3cfba6126c932e8b6d26
run-005,T01,opus5,world_first,world-first,T01-R02,accessed,,False,False,semantic,7a9509dca0759d403602a00eabd54b80be7c2734f30588f4a03c359f3d0663ad
run-005,T01,opus5,world_first,world-first,T01-R03,accessed,,False,False,semantic,d3e15ffafea4b5c28ab558dc35e4199cb0b60243ac1f9697eb4fc58332933897
run-005,T01,opus5,world_first,world-first,T01-R04,not_accessed,,True,False,semantic,8bf8d82ddf85cd835bba38776b5c94aad656b6cfa3eb3fdc673a9cc7596a63b6
run-005,T01,opus5,world_first,world-first,T01-R05,accessed,,True,False,semantic,7433af05f235ec1f7286c7c1aa5e617450b2637c3ce43c4033272d69e27e06c7
run-005,T01,opus5,world_first,world-first,T01-R06,accessed,,True,False,semantic,f4703ef901dd3595bb145ec9dd3561fa87f5a5aeccdae97e89a5dbe9f1f04125
run-005,T01,opus5,world_first,world-first,T01-R07,accessed,,True,False,semantic,f2d9c326211f1acbc37d2ab413f320ddbe24da3b506e48350d2a09bee86ef398
run-005,T01,opus5,world_first,world-first,T01-R08,accessed,,True,False,semantic,bbd7db8c8128c63fbd61db161527a9977580bcc4c3e0f25f795252e0f0f34a84
run-005,T01,opus5,world_first,world-first,T01-R09,accessed,,True,False,deterministic,ce35ed7fc0e3d71931bf18c55b28ecf56166b42f102994f5ec85594928d4a231
run-005,T01,opus5,world_first,world-first,T01-R10,accessed,,False,False,semantic,bc95bf6367f421562155afcf14de22d31c4dcf5df2c66b722eda89b1cc90b816
run-005,T01,opus5,world_first,world-first,T01-R11,not_accessed,,False,False,semantic,1f6884dd267e19744088f024db491daeeb83d2f8060102671b4de15c605689c0
run-006,T01,opus5,task_first,task-first curator 2,T01-R01,accessed,,True,False,semantic,cbbb9c146409a01afd7d5198d90107e54f6db7db514aa73bb1ea146881bef480
run-006,T01,opus5,task_first,task-first curator 2,T01-R02,accessed,,True,False,semantic,471afbe06105202a7c9c44549d5c6ac4965b0c3b59ca28be8ac39d0ea6c9e38b
run-006,T01,opus5,task_first,task-first curator 2,T01-R03,accessed,,True,False,semantic,ca25f7d7744003a44100df0fd4324f26e41487eac764fad78d2a849a138cc256
run-006,T01,opus5,task_first,task-first curator 2,T01-R04,accessed,,False,False,semantic,e1743ab70be928c6b52df7e1bcd0a0a2bf8297e77e5e6ca88abdfcb1165cb161
run-006,T01,opus5,task_first,task-first curator 2,T01-R05,accessed,,True,False,semantic,2df13f35a31d764e7d7414d5684d15c58f9de9eb6ad862599c24bd0e06076e63
run-006,T01,opus5,task_first,task-first curator 2,T01-R06,accessed,,True,False,semantic,aa9379cec0a57940e1a0cfc65649a22b8dd177276a7480e2ed7c92dcf802f460
run-006,T01,opus5,task_first,task-first curator 2,T01-R07,accessed,,True,False,semantic,b95f01212916ff9e4a99fecfb099468ffa78afb49deacc755adba8550cc70f70
run-006,T01,opus5,task_first,task-first curator 2,T01-R08,accessed,,False,False,semantic,c4eb1976cd5d3120530a85874f9ddd44b9b2b25c1eaf09ff6239ace7a97b5210
run-006,T01,opus5,task_first,task-first curator 2,T01-R09,not_accessed,,False,False,deterministic,e5aea020b133283ea8fdc060c215b50bd0424af17c78a8c6584f5a7e0f8632a0
run-006,T01,opus5,task_first,task-first curator 2,T01-R10,accessed,,True,False,semantic,dcde1c52087e103e152d7bacdab0fe805d6785acf9a1b09fcac5d6b98aca4ae2
run-006,T01,opus5,task_first,task-first curator 2,T01-R11,accessed,,True,False,semantic,383b172fc39c6cb24085a330b7ef3180db61ba347b55bd0d6bc70047077f5490
run-007,T01,opus5,world_first,world-first,T01-R01,accessed,,True,False,semantic,e40d5024a3c208b1c12124e25767907cfc9035ac9527ad971ad512acbe384e60
run-007,T01,opus5,world_first,world-first,T01-R02,accessed,,True,False,semantic,c5090f3d9011329c36ac75bdeae3a66a8c8e5d2653b1b85b9157bc188c7f09d4
run-007,T01,opus5,world_first,world-first,T01-R03,accessed,,True,False,semantic,476af5abc1f85f75a1b87c35e42d36fdca63f220be0ccd15a7ea083a72a1a5c1
run-007,T01,opus5,world_first,world-first,T01-R04,accessed,,True,False,semantic,9b8206379ede722cdfb79562b24b29af5a5fe5162fe53c1b567107546ec54896
run-007,T01,opus5,world_first,world-first,T01-R05,accessed,,True,False,semantic,356e2730cb03d4fd24938884ab061cff4ecbb6516c9fdd4089e3a78a78749bc5
run-007,T01,opus5,world_first,world-first,T01-R06,accessed,,True,False,semantic,313723f37e42698f29216ea9c5db3687435ae574a7b6467b7c138987b4a450e9
run-007,T01,opus5,world_first,world-first,T01-R07,unknown,other,True,False,semantic,5e24b3ae252f604b75b210cd96c94d4e7490a7c6438b3f7b346c3bf22b94554e
run-007,T01,opus5,world_first,world-first,T01-R08,not_accessed,,False,False,semantic,246f8d0433d6b783582d8610e881f1f19da36f5d2025b3df8aa3e38b04b79490
run-007,T01,opus5,world_first,world-first,T01-R09,accessed,,True,False,deterministic,ff51aeea7063840b0f645b4e5b3a4585017e0be8755ebd4a6fa5a2e8f99317c8
run-007,T01,opus5,world_first,world-first,T01-R10,accessed,,True,False,semantic,be52ac4c5a58411f68b746134726733affe231cb28d9e3c4c382ffd24313c4b7
run-007,T01,opus5,world_first,world-first,T01-R11,accessed,,True,False,semantic,d44173cdd12e3441b1fea53c4135324ceeeb22217f5a2b6cdff3f29a18c23f8b
run-008,T01,opus5,task_first,task-first curator 1,T01-R01,accessed,,True,False,semantic,f49b0e8bb59d1383d8530d8a78c80f7aed3a65c931a7cc745081aab81e87c31b
run-008,T01,opus5,task_first,task-first curator 1,T01-R02,accessed,,True,False,semantic,e3cc2259e224d5ffb80a192b31395394b1a8b59e26ccc5c1876178117251de74
run-008,T01,opus5,task_first,task-first curator 1,T01-R03,accessed,,True,False,semantic,de6f7c962b5d139a7b748ea84a08d416d79aa5298211da9cbfc5ce48c1aa4b64
run-008,T01,opus5,task_first,task-first curator 1,T01-R04,accessed,,True,False,semantic,2a7ecd3b97b097cd05e29c69d87112116b58e6bad14204ad58becf0fed40526f
run-008,T01,opus5,task_first,task-first curator 1,T01-R05,accessed,,False,False,semantic,56ad92d6dd60cb8505388b38e4b4e30e5da8b2ba1483aeda106fd4b84de1f5e9
run-008,T01,opus5,task_first,task-first curator 1,T01-R06,accessed,,True,False,semantic,d57fb6645df4c0449db83aeba50ca1d710e32ae656b3025af5fb553257aa16e8
run-008,T01,opus5,task_first,task-first curator 1,T01-R07,accessed,,True,False,semantic,9aed5fec5338e94d9fb4e7a8bce363a836ec3c152794bd6856d22b5bc74ea703
run-008,T01,opus5,task_first,task-first curator 1,T01-R08,accessed,,True,False,semantic,6bdbf62725579f4db45343cf1c4baeaa7c874bc6f322473418ed8c10e262e9d6
run-008,T01,opus5,task_first,task-first curator 1,T01-R09,accessed,,True,False,deterministic,b0735335c5330a644446f0dac796552486c3f949610a3a70a2f079a9e6d7f0bf
run-008,T01,opus5,task_first,task-first curator 1,T01-R10,accessed,,False,False,semantic,4d1f13458380b1beaf13276614051794002913009022ca5564fcc616e95f1284
run-008,T01,opus5,task_first,task-first curator 1,T01-R11,accessed,,True,False,semantic,a1ccb948db61ce517db9634799f7edf0c482854465f6f7d96ea3731aa2d67571
run-009,T01,grok,world_first,world-first,T01-R01,accessed,,True,False,semantic,94f9e2f9e0902b86653b78a04e54c06937de0279876af9b96464fbca1d280d61
run-009,T01,grok,world_first,world-first,T01-R02,accessed,,True,False,semantic,22312548bf05e02e662c0159781e42328f19da9ac21a8ba62985973b1d616794
run-009,T01,grok,world_first,world-first,T01-R03,accessed,,True,False,semantic,14e6984d51847281192c2a984d54e0891dedffc747ebe14dff2700b1932716e5
run-009,T01,grok,world_first,world-first,T01-R04,accessed,,False,False,semantic,d6e5b73d8dfe24d463bf9ad5c220a08de2b8caa6db32bf3d11fb5e7ac3c13201
